bookId,title,series,author,rating,description,language,isbn,genres,characters,,,pages,,,firstPublishDate,awards,,,,,coverImg
36236124-fight-club,Fight Club,,Chuck Palahniuk (Goodreads Author),4.19,"Chuck Palahniuk showed himself to be his generationâ€™s most visionary satirist in this, his first book. Fight Clubâ€™s estranged narrator leaves his lackluster job when he comes under the thrall of Tyler Durden, an enigmatic young man who holds secret after-hours boxing matches in the basement of bars. There, two men fight ""as long as they have to."" This is a gloriously original work that exposes the darkness at the core of our modern world.",English,9.78E+12,"['Fiction', 'Contemporary', 'Classics', 'Thriller', 'Novels', 'Mystery', 'Adult', 'Literature', 'American', 'Adult Fiction']","['The Narrator', 'Tyler Durden', 'Marla Singer']",,,218,,,10/28/1996,['Oregon Book Award for Fiction (1997)'],,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558216416l/36236124._SY475_.jpg
3431.The_Five_People_You_Meet_in_Heaven,The Five People You Meet in Heaven,The Five People You Meet in Heaven #1,Mitch Albom (Goodreads Author),3.94,"From the author of the phenomenal #1 New York Times bestseller Tuesdays with Morrie, a novel that explores the unexpected connections of our lives, and the idea that heaven is more than a place; it's an answer. Eddie is a wounded war veteran, an old man who has lived, in his mind, an uninspired life. His job is fixing rides at a seaside amusement park. On his 83rd birthday, a tragic accident kills him as he tries to save a little girl from a falling cart. He awakes in the afterlife, where he learns that heaven is not a destination. It's a place where your life is explained to you by five people, some of whom you knew, others who may have been strangers. One by one, from childhood to soldier to old age, Eddie's five people revisit their connections to him on earth, illuminating the mysteries of his ""meaningless"" life, and revealing the haunting secret behind the eternal question: ""Why was I here?""",English,9.78E+12,"['Fiction', 'Inspirational', 'Contemporary', 'Fantasy', 'Adult', 'Spirituality', 'Classics', 'Adult Fiction', 'Philosophy', 'Novels']","['Eddie', 'Marguerite', 'Tala', 'Blue Man', 'Steve Rogers', 'Ruby']",,,196,,,9/1/2003,['Lincoln Award Nominee (2008)'],,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388200541l/3431.jpg
6339664-hush-hush,"Hush, Hush","Hush, Hush #1",Becca Fitzpatrick (Goodreads Author),3.97,"A SACRED OATHA FALLEN ANGELA FORBIDDEN LOVERomance was not part of Nora Grey's plan. She's never been particularly attracted to the boys at her school, no matter how hard her best friend, Vee, pushes them at her. Not until Patch comes along. With his easy smile and eyes that seem to see inside her, Patch draws Nora to him against her better judgment.But after a series of terrifying encounters, Nora's not sure whom to trust. Patch seems to be everywhere she is and seems to know more about her than her closest friends. She can't decide whether she should fall into his arms or run and hide. And when she tries to seek some answers, she finds herself near a truth that is way more unsettling than anything Patch makes her feel.For she is right in the middle of an ancient battle between the immortal and those that have fallen - and, when it comes to choosing sides, the wrong choice will cost Nora her life.",English,9.78E+12,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Angels', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Urban Fantasy', 'Young Adult Fantasy']","['Nora Grey', 'Jev ""Patch"" Cipriano', 'Vee Sky', 'Marcie Millar', 'Rixon', 'Elliot Saunders']",,,391,,,,['Goodreads Choice Award Nominee for Young Adult Series (2009)'],,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358261334l/6339664.jpg
233093.The_Cat_in_the_Hat,The Cat in the Hat,The Cat in the Hat #1,Dr. Seuss,4.17,"Poor Sally and her brother. It's cold and wet and they're stuck in the house with nothing to do . . . until a giant cat in a hat shows up, transforming the dull day into a madcap adventure and almost wrecking the place in the process! Written by Dr. Seuss in 1957 in response to the concern that ""pallid primers [with] abnormally courteous, unnaturally clean boys and girls' were leading to growing illiteracy among children, The Cat in the Hat (the first Random House Beginner Book) changed the way our children learn how to read.Book Details: 
   Format: Hardcover 
   Publication Date: 3/12/1957 
   Pages: 72 
   Reading Level: Age 3 and Up 
 ",English,9.78E+12,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor', 'Animals', 'Kids', 'Cats']",['The Cat in the Hat'],,,61,,,3/12/1957,"['Books I Loved Best Yearly (BILBY) Awards for Early Readers (2004, 2012) (2004)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468890477l/233093._SX318_.jpg
30165203-american-gods,American Gods,American Gods #1,Neil Gaiman (Goodreads Author),4.11,"Days before his release from prison, Shadow's wife, Laura, dies in a mysterious car crash. Numbly, he makes his way back home. On the plane, he encounters the enigmatic Mr Wednesday, who claims to be a refugee from a distant war, a former god and the king of America. Together they embark on a profoundly strange journey across the heart of the USA, whilst all around them a storm of preternatural and epic proportions threatens to break.Scary, gripping and deeply unsettling, American Gods takes a long, hard look into the soul of America. You'll be surprised by what - and who - it finds there...This is the author's preferred text, never before published in the UK, and is about 12,000 words longer than the previous UK edition.",English,1.00E+13,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Mythology', 'Audiobook', 'Science Fiction', 'Science Fiction Fantasy', 'Adult', 'Contemporary', 'Novels']","['Shadow Moon', 'Mr. Wednesday', 'Spider', 'Laura Moon', 'Hinzelmann', 'Easter', 'Whiskey Jack', 'Loki', 'Odin', 'Mr. Ibis', 'Samantha Black Crow', 'Bilquis', 'Media', 'Mad Sweeney', 'Czernobog', 'Mr. Jacquel', 'Mr. Nancy', 'Chad Mulligan', 'Margaret Black Crow', 'Mr. Town', 'Mr. World', 'Technical Boy']",,,635,,,6/19/2001,"['Bram Stoker Award for Best Novel (2001)', 'Hugo Award for Best Novel (2002)', 'Nebula Award for Best Novel (2002)', 'Locus Award for Best Fantasy Novel (2002)', 'International Horror Guild Award Nominee for Best Novel (2001)', 'World Fantasy Award Nominee for Best Novel (2002)', 'SFX Award for Best Novel (2002)', 'Geffen Award (2003)', 'Mythopoeic Fantasy Award Nominee for Adult Literature (2002)', 'British Science Fiction Association Award Nominee for Best Novel (2001)', ""Grand Prix de l'Imaginaire Nominee for Roman Ã©tranger (2003)"", 'Prix Bob Morane for roman traduit (2003)', 'British Fantasy Award Nominee for Best Novel (August Derlith Fantasy Award) (2002)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462924585l/30165203.jpg
7126.The_Count_of_Monte_Cristo,The Count of Monte Cristo,,"Alexandre Dumas, Robin Buss (Translator)",4.25,"Thrown in prison for a crime he has not committed, Edmond Dantes is confined to the grim fortress of If. There he learns of a great hoard of treasure hidden on the Isle of Monte Cristo and he becomes determined not only to escape, but also to unearth the treasure and use it to plot the destruction of the three men responsible for his incarceration. Dumasâ€™ epic tale of suffering and retribution, inspired by a real-life case of wrongful imprisonment, was a huge popular success when it was first serialized in the 1840s.Robin Bussâ€™s lively English translation is complete and unabridged, and remains faithful to the style of Dumasâ€™s original. This edition includes an introduction, explanatory notes and suggestions for further reading.",English,9.78E+12,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'France', 'Historical', 'Classic Literature', 'Novels', 'Romance']","['Edmond DantÃ¨s', 'AbbÃ© Faria', 'Giovanni Bertuccio', 'Luigi Vampa', 'HaydÃ©e', 'MercÃ©dÃ¨s Mondego', 'Fernand Mondego', 'Albert de Morcerf', 'Baron Danglars', 'GÃ©rard de Villefort', 'Valentine de Villefort', 'Noirtier de Villefort', 'HÃ©loÃ¯se de Villefort', 'Pierre Morrel', 'Maximilien Morrel', 'Beauchamp', ""Franz d'Ã‰pinay"", 'Lucien Debray', 'EugÃ©nie Danglars', 'Hermine Danglars', 'Benedetto', 'Kadrus (tailor,neighboring)']",,,1276,,,10/28/2044,[],,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309203605l/7126.jpg
256008.Lonesome_Dove,Lonesome Dove,Lonesome Dove #1,Larry McMurtry,4.48,"A love story, an adventure, and an epic of the frontier, Larry McMurtryâ€™s Pulitzer Prizeâ€” winning classic, Lonesome Dove, the third book in the Lonesome Dove tetralogy, is the grandest novel ever written about the last defiant wilderness of America.Journey to the dusty little Texas town of Lonesome Dove and meet an unforgettable assortment of heroes and outlaws, whores and ladies, Indians and settlers. Richly authentic, beautifully written, always dramatic, Lonesome Dove is a book to make us laugh, weep, dream, and remember.",English,9.78E+12,"['Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Historical', 'Adventure', 'Novels', 'Literature', 'Audiobook', 'American']","['Captain Woodrow Call', 'Augustus ""Gus"" McCrae', 'Joshua Deets', 'Newt Dobbs', 'Pea Eye Parker', 'Lorena Wood']",,,960,,,10/28/1985,"['Pulitzer Prize for Fiction (1986)', 'PEN/Faulkner Award for Fiction Nominee (1986)', 'National Book Critics Circle Award Nominee for Fiction (1985)', 'Spur Award for Best Western Novel (1985)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559668037l/256008.jpg
343.Perfume,Perfume: The Story of a Murderer,,"Patrick SÃ¼skind, John E. Woods (Translator)",4.02,"An acclaimed bestseller and international sensation, Patrick Suskind's classic novel provokes a terrifying examination of what happens when one man's indulgence in his greatest passionâ€”his sense of smellâ€”leads to murder.In the slums of eighteenth-century France, the infant Jean-Baptiste Grenouille is born with one sublime giftâ€”an absolute sense of smell. As a boy, he lives to decipher the odors of Paris, and apprentices himself to a prominent perfumer who teaches him the ancient art of mixing precious oils and herbs. But Grenouille's genius is such that he is not satisfied to stop there, and he becomes obsessed with capturing the smells of objects such as brass doorknobs and fresh-cut wood. Then one day he catches a hint of a scent that will drive him on an ever-more-terrifying quest to create the ""ultimate perfume""â€”the scent of a beautiful young virgin. Told with dazzling narrative brilliance, Perfume is a hauntingly powerful tale of murder and sensual depravity.",English,9.78E+12,"['Fiction', 'Classics', 'Historical Fiction', 'Horror', 'Mystery', 'Thriller', 'Crime', 'Historical', 'German Literature', 'Novels']","['Jean-Baptiste Grenouille', 'Giuseppe Baldini', 'Madame Gaillard', 'Jeanne Bussie', 'Father Terrier', 'Grimal', 'The Plum Girl', 'ChÃ©nier', 'Marquis de Taillade-Espinasse', 'Madame Arnulfi', 'Dominique Druot', 'Antoine Richis', 'Laure Richis']",,,263,,,10/28/1985,"['World Fantasy Award for Best Novel (1987)', 'PEN Translation Prize for John E. Woods (1987)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409112276l/343.jpg
38709.Holes,Holes,Holes #1,Louis Sachar (Goodreads Author),3.97,"Stanley Yelnats is under a curse. A curse that began with his no-good-dirty-rotten-pig-stealing-great-great-grandfather and has since followed generations of Yelnats. Now Stanley has been unjustly sent to a boysâ€™ detention center, Camp Green Lake, where the boys build character by spending all day, every day digging holes exactly five feet wide and five feet deep. There is no lake at Camp Green Lake. But there are an awful lot of holes.It doesnâ€™t take long for Stanley to realize thereâ€™s more than character improvement going on at Camp Green Lake. The boys are digging holes because the warden is looking for something. But what could be buried under a dried-up lake? Stanley tries to dig up the truth in this inventive and darkly humorous tale of crime and punishmentâ€”and redemption.",English,9.78E+12,"['Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Classics', 'Mystery', 'Adventure', 'School', 'Contemporary']",['Stanley Yelnats'],,,233,,,8/20/1998,"['Newbery Medal (1999)', ""National Book Award for Young People's Literature (1998)"", ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2001)"", 'Grand Canyon Reader Award for Teen Book (2001)', 'Nene Award (2001)', 'Maryland Black-Eyed Susan Book Award for Grade 6-9 (2001)', ""Massachusetts Children's Book Award (2001)"", ""Flicker Tale Children's Book Award (2000)"", ""Pennsylvania Young Readers' Choice Award for Grades 6-8 (2000)"", ""Dorothy Canfield Fisher Children's Book Award (2000)"", 'Evergreen Teen Book Award (2001)', 'Soaring Eagle Book Award (2003)', 'Sunshine State Young Readers Award for Grades 3-5 and Grades 6-8 (2002)', ""Pacific Northwest Library Association Young Reader's Choice Award for Junior (2001)"", 'Zilveren Zoen (2000)', 'Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2001)', 'Boston Globe-Horn Book Award for Fiction (1999)', 'New Mexico Land of Enchantment Award for Young Adult (2001)', ""William Allen White Children's Book Award (2001)"", 'Oklahoma Sequoyah Award for Children and YA (2001)', ""Rebecca Caudill Young Readers' Book Award (2002)"", 'Premi Protagonista Jove for Categoria 14-15 anys (2000)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603402798l/38709._SX318_.jpg
100915.The_Lion_the_Witch_and_the_Wardrobe,"The Lion, the Witch and the Wardrobe",The Chronicles of Narnia (Publication Order) #1,C.S. Lewis,4.22,"Narnia...the land beyond the wardrobe door, a secret place frozen in eternal winter, a magical country waiting to be set free.Lucy is the first to find the secret of the wardrobe in the professor's mysterious old house. At first her brothers and sister don't believe her when she tells of her visit to the land of Narnia. But soon Edmund, then Peter and Susan step through the wardrobe themselves. In Narnia they find a country buried under the evil enchantment of the White Witch. When they meet the Lion Aslan, they realize they've been called to a great adventure and bravely join the battle to free Narnia from the Witch's sinister spell.",English,1.00E+13,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Middle Grade', 'Christian', 'Magic', 'Christian Fiction']","['Aslan', 'Lucy Pevensie', 'Edmund Pevensie', 'Mr. Tumnus', 'Peter Pevensie', 'Susan Pevensie', 'Jadis', 'Mr. & Mrs. Beaver']",,,206,,,10/16/1950,"['Lewis Carroll Shelf Award (1962)', ""The Keith Barker Millennium Children's Book Awards 'Children's Book of the Century'"", 'Retro Hugo Award Nominee for Best Novel (2001)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353029077l/100915.jpg
472331.Watchmen,Watchmen,Watchmen #1-12,"Alan Moore (Goodreads Author), Dave Gibbons (Illustrator/Letterer), John Higgins (Colorist)",4.36,"This Hugo Award-winning graphic novel chronicles the fall from grace of a group of super-heroes plagued by all-too-human failings. Along the way, the concept of the super-hero is dissected as the heroes are stalked by an unknown assassin.One of the most influential graphic novels of all time and a perennial best-seller, Watchmen has been studied on college campuses across the nation and is considered a gateway title, leading readers to other graphic novels such as V for Vendetta, Batman: The Dark Knight Returns and The Sandman series.",English,9.78E+12,"['Graphic Novels', 'Comics', 'Fiction', 'Science Fiction', 'Fantasy', 'Graphic Novels Comics', 'Comic Book', 'Classics', 'Superheroes', 'Dystopia']","['Dr. Manhattan', 'Rorschach', 'Hollis Mason', 'Daniel Dreiberg', 'Sally Jupiter', 'Laurel Jupiter', 'Adrian Veidt', 'Edward Blake']",,,416,,,9/8/1987,"['Hugo Award for Other Forms (1988)', 'Locus Award for Best Non-Fiction/Art (1988)', 'Harvey Awards for Best Writer (for Alan Moore), Best Artist or Penciller (for Dave Gibbons), Best Continuing or Limited Series, Best Single Issue (""Watchmen #9""), Best Graphic Album, Best Colorist (for John Higgins) & Special Award for Excellence in Production  (1988)', ""Prix du Festival d'AngoulÃªme for Alph-art du meilleur album Ã©tranger (1989)"", 'Urhunden Prize for Foreign Album (1992)', 'Will Eisner Comic Industry Awards for Best Archival Collection/Projectâ€“Comic Books (in 2006 awards, for Absolute edition), Best Finite Series, Best Graphic Album, Best Writer (for Alan Moore), Best Writer/Artist (single or team) (for Alan Moore & Dave Gibbons) (1988)', 'IGN Award for Best Collection (2005)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442239711l/472331.jpg
830502.It,It,,Stephen King (Goodreads Author),4.24,"Welcome to Derry, Maine ...Itâ€™s a small city, a place as hauntingly familiar as your own hometown. Only in Derry the haunting is real ...They were seven teenagers when they first stumbled upon the horror. Now they are grown-up men and women who have gone out into the big world to gain success and happiness. But none of them can withstand the force that has drawn them back to Derry to face the nightmare without an end, and the evil without a name.",English,9.78E+12,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Audiobook', 'Mystery', 'Adult', 'Paranormal', 'Classics', 'Novels']","['Dick Halloran', 'Pennywise the Dancing Clown', 'Bill Denbrough', 'Richie Tozier', 'Eddie Kaspbrak', 'Stan Uris', 'Ben Hanscom', 'Beverly Marsh', 'Mike Hanlon', 'Frank Dodd', 'Henry Bowers', 'Audra Phillips', 'George Denbrough', 'Adrian Mellon', 'Patrick Hockstetter', 'American Law Enforcement']",,,1116,,,9/15/1986,"['Locus Award Nominee for Best Fantasy Novel (1987)', 'World Fantasy Award Nominee for Best Novel (1987)', 'Colorado Blue Spruce Young Adult Book Award (1994)', 'British Fantasy Award for Best Novel (1987)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334416842l/830502.jpg
4556058-the-last-olympian,The Last Olympian,Percy Jackson and the Olympians #5,Rick Riordan (Goodreads Author),4.51,"All year the half-bloods have been preparing for battle against the Titans, knowing the odds of victory are grim. Kronos's army is stronger than ever, and with every god and half-blood he recruits, the evil Titan's power only grows.While the Olympians struggle to contain the rampaging monster Typhon, Kronos begins his advance on New York City, where Mount Olympus stands virtually unguarded. Now it's up to Percy Jackson and an army of young demigods to stop the Lord of Time. In this momentous final book in the New York Times best-selling series, the long-awaited prophecy surrounding Percy's sixteenth birthday unfolds. And as the battle for Western civilization rages on the streets of Manhattan, Percy faces a terrifying suspicion that he may be fighting against his own fate.",English,9.78E+12,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Greek Mythology', 'Urban Fantasy', 'Magic']","['Nico di Angelo', 'Thalia Grace', 'Tyson', 'Annabeth Chase', 'Demeter (Goddess)', 'Luke Castellan', 'Hera', 'Hades', 'Will Solace', 'Percy Jackson']",,,381,,,,"['Soaring Eagle Book Award (2010)', 'Goodreads Choice Award Nominee for Favorite Book & Young Adult Series (2009)', 'Carnegie Medal Nominee (2010)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2010)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519022209l/4556058.jpg
114345.The_Little_House_Collection,The Little House Collection,Little House #1-9,"Laura Ingalls Wilder, Garth Williams (Illustrator)",4.34,"This nine-book paperback box set of the classic series features the classic black-and-white artwork from Garth Williams.The nine books in the timeless Little House series tell the story of Lauraâ€™s real childhood as an American pioneer, and are cherished by readers of all generations. They offer a unique glimpse into life on the American frontier, and tell the heartwarming, unforgettable story of a loving family.Little House in the Big WoodsMeet the Ingalls familyâ€”Laura, Ma, Pa, Mary, and baby Carrie, who all live in a cozy log cabin in the big woods of Wisconsin in the 1870s. Though many of their neighbors are wolves and panthers and bears, the woods feel like home, thanks to Maâ€™s homemade cheese and butter and the joyful sounds of Paâ€™s fiddle.Farmer BoyAs Laura Ingalls is growing up in a little house in Kansas, Almanzo Wilder lives on a big farm in New York. He and his brothers and sisters work hard from dawn to supper to help keep their family farm running. Almanzo wishes for just one thingâ€”his very own horseâ€”but he must prove that he is ready for such a big responsibility.Little House on the PrairieWhen Pa decides to sell the log house in the woods, the family packs up and moves from Wisconsin to Kansas, where Pa builds them their little house on the prairie! Living on the farm is different from living in the woods, but Laura and her family are kept busy and are happy with the promise of their new life on the prairie.On the Banks of Plum CreekThe Ingalls family lives in a sod house beside Plum Creek in Minnesota until Pa builds them a new house made of sawed lumber. The money for the lumber will come from their first wheat crop. But then, just before the wheat is ready to harvest, a strange glittering cloud fills the sky, blocking out the sun. Millions of grasshoppers cover the field and everything on the farm, and by the end of a week, there is no wheat crop left.By the Shores of Silver LakePa Ingalls heads west to the unsettled wilderness of the Dakota Territory. When Ma, Mary, Laura, Carrie, and baby Grace join him, they become the first settlers in the town of De Smet. Pa starts work on the first building of the brand new town, located on the shores of Silver Lake. The Long WinterThe first terrible storm comes to the barren prairie in October. Then it snows almost without stopping until April. With snow piled as high as the rooftops, itâ€™s impossible for trains to deliver supplies, and the townspeople, including Laura and her family, are starving. Young Almanzo Wilder, who has settled in the town, risks his life to save the town.Little Town on the PrairieDe Smet is rejuvenated with the beginning of spring. But in addition to the parties, socials, and â€œliteraries,â€ work must continue. Laura spends many hours sewing shirts to help Ma and Pa get enough money to send Mary to a college for the blind. But in the evenings, Laura makes time for a new caller, Almanzo Wilder.These Happy Golden YearsLaura must continue to earn money to keep Mary in her college for the blind, so she gets a job as a teacher. Itâ€™s not easy, and for the first time sheâ€™s living away from home. But it gets a little better every Friday, when Almanzo picks Laura up to take her back home for the weekend. Though Laura is still young, she and Almanzo are officially courting, and she knows that this is a time for new beginnings.The First Four YearsLaura Ingalls and Almanzo Wilder have just been married! They move to a small prairie homestead to start their lives together. But each year brings new challengesâ€”storms, sickness, fire, and unpaid debts. These first four years call for courage, strength, and a great deal of determination. And through it all, Laura and Almanzo still have their love, which only grows when baby Rose arrives.",English,9.78E+12,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade', 'Juvenile', 'Literature', 'Kids']",[],,,2700,,,10/28/1971,[],,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577932823l/114345._SX318_.jpg
6656.The_Divine_Comedy,The Divine Comedy,La Divina Commedia #1-3,"Dante Alighieri, Allen Mandelbaum (Translator), Eugenio Montale (Introduction)",4.05,"The Divine Comedy describes Dante's descent into Hell with Virgil as a guide; his ascent of Mount Purgatory and encounter with his dead love, Beatrice; and finally, his arrival in Heaven. Examining questions of faith, desire and enlightenment, the poem is a brilliantly nuanced and moving allegory of human redemption. Dante Alighieri was born in Florence in 1265 and belonged to a noble but impoverished family. His life was divided by political duties and poetry, the most of famous of which was inspired by his meeting with Bice Portinari, whom he called Beatrice,including La Vita Nuova and The Divine Comedy. He died in Ravenna in 1321.",English,9.78E+12,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Philosophy', 'Fantasy', 'Italian Literature', 'Italy', 'Classic Literature']","['Virgilio (Publius Vergilius Maro)', 'Lucifer', 'Odysseus', 'Achilles (Greek hero)', 'Dante Alighieri', 'Gaius Cassius Longinus', 'Brutus', 'Attila the Hun', 'Frederick II, Holy Roman Emperor', 'Cleopatra', 'Trajan (emperor)', 'Cerberus', 'Roland', 'Dido of Carthage', 'Julius Caesar', 'Charon (mythology)', 'Beatrice (Dante)', 'Francesca da Rimini', 'Saul (biblical king)', 'Judas Iscariot', 'Mary (mother of Jesus)']",,,798,,,10/28/2020,"['PrÃªmio Jabuti for TraduÃ§Ã£o (2000)', 'Deutsch-Italienischer Ãœbersetzerpreis (2013)', 'ÐŸÑ€ÐµÐ¼Ñ–Ñ Ñ–Ð¼ÐµÐ½Ñ– ÐœÐ°ÐºÑÐ¸Ð¼Ð° Ð Ð¸Ð»ÑŒÑÑŒÐºÐ¾Ð³Ð¾ (1978)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390760180l/6656.jpg
34268.Peter_Pan,Peter Pan,,"J.M. Barrie, Michael Hague (Illustrator)",4.05,"Peter Pan by J. M. Barrie Peter Pan, the mischievous boy who refuses to grow up, lands in the Darling's proper middle-class home to look for his shadow. He befriends Wendy, John and Michael and teaches them to fly (with a little help from fairy dust). He and Tinker Bell whisk them off to Never-land where they encounter the Red Indians, the Little Lost Boys, pirates and the dastardly Captain Hook.",English,9.78E+12,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Audiobook', 'Middle Grade', 'Fairy Tales', 'Literature']","['Peter Pan (J.M. Barrie)', 'Wendy Darling (J.M. Barrie)', 'The Twins', 'John Darling (J.M. Barrie)', 'Michael Darling (J.M. Barrie)', 'James Hook', 'Smee (J.M. Barrie)', 'Nibs', 'Tootles', 'Slightly', 'Curly', 'Tinker Bell (J.M. Barrie)']",,,176,,,10/28/2011,[],,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337714526l/34268.jpg
355697.All_Quiet_on_the_Western_Front,All Quiet on the Western Front,All Quiet on the Western Front/The Road Back #1,"Erich Maria Remarque, Arthur Wesley Wheen (Translator)",3.98,"One by one the boys begin to fallâ€¦

In 1914 a room full of German schoolboys, fresh-faced and idealistic, are goaded by their schoolmaster to troop off to the â€˜glorious warâ€™. With the fire and patriotism of youth they sign up. What follows is the moving story of a young â€˜unknown soldierâ€™ experiencing the horror and disillusionment of life in the trenches.",English,9.78E+12,"['Classics', 'Fiction', 'Historical Fiction', 'War', 'Historical', 'Literature', 'School', 'German Literature', 'World War I', 'Novels']","['Paul BÃ¤umer', 'Albert Kropp', 'Stanislaus Katczinsky', 'Haie Westhus', 'Tjaden', 'Fredrich MÃ¼ller']",,,296,,,10/28/2029,['Luisterboek Award Nominee (2015)'],,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441227765l/355697._SY475_.jpg
5907.The_Hobbit_or_There_and_Back_Again,"The Hobbit, or There and Back Again",The Hobbit,J.R.R. Tolkien,4.27,"In a hole in the ground there lived a hobbit. Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat: it was a hobbit-hole, and that means comfort.Written for J.R.R. Tolkienâ€™s own children, The Hobbit met with instant critical acclaim when it was first published in 1937. Now recognized as a timeless classic, this introduction to the hobbit Bilbo Baggins, the wizard Gandalf, Gollum, and the spectacular world of Middle-earth recounts of the adventures of a reluctant hero, a powerful and dangerous ring, and the cruel dragon Smaug the Magnificent. The text in this 372-page paperback edition is based on that first published in Great Britain by Collins Modern Classics (1998), and includes a note on the text by Douglas A. Anderson (2001).",English,9.78E+12,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Young Adult', 'Science Fiction Fantasy', 'High Fantasy', 'Childrens', 'Epic Fantasy', 'Novels']","['Gandalf', 'Bilbo Baggins', 'Thorin Oakenshield', 'Smaug', 'Elrond Half-elven', 'Gollum', 'Dwalin', 'Balin', 'Kili', 'Fili', 'Dori', 'Ori', 'Nori', 'Oin', 'Gloin', 'Bifur', 'Bofur', 'Bombur', 'Beorn', 'Bard the Bowman']",,,366,,,9/21/2037,"['Keith Barker Millennium Book Award', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (1997)', 'Mythopoeic Scholarship Award for Inklings Studies (1990)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546071216l/5907.jpg
1423.The_Compleat_Works_of_Wllm_Shkspr,The Compleat Works of Wllm Shkspr (abridged),,"Reduced Shakespeare Company, Adam Long (Contributor), Daniel Singer (Contributor), Jess Winfield (Editor)",4.44,"Revised from the rather long original complete works of Shakespeare, this abridged version is written by three Americans, with no qualifications worth speaking of. The playtext is reproduced here with footnotes which will be of no help to anyone and a letter from the authors to the Queen.",English,9.78E+12,"['Plays', 'Classics', 'Humor', 'Fiction', 'Drama', 'Theatre', 'Comedy', 'Poetry', 'Literature', 'Adult']",[],,,137,,,,[],,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347579233l/1423.jpg
9712.Love_in_the_Time_of_Cholera,Love in the Time of Cholera,,"Gabriel GarcÃ­a MÃ¡rquez, Edith Grossman (Translator)",3.92,"In their youth, Florentino Ariza and Fermina Daza fall passionately in love. When Fermina eventually chooses to marry a wealthy, well-born doctor, Florentino is heartbroken, but he is a romantic. As he rises in his business career he whiles away the years in 622 affairsâ€”yet he reserves his heart for Fermina. Her husband dies at last, and Florentino purposefully attends the funeral. Fifty years, nine months, and four days after he first declared his love for Fermina, he will do so again.",English,9.78E+12,"['Fiction', 'Classics', 'Historical Fiction', 'Romance', 'Magical Realism', 'Literature', 'Novels', 'Spanish Literature', 'Literary Fiction', 'Historical']","['Fermina Daza', 'Florentino Ariza', 'Juvenal Urbino', 'Lorenzo Daza', 'Aunt EscolÃ¡stica', 'Hildebranda SÃ¡nchez', 'TrÃ nsito Ariza', 'Leona Cassiani', 'AmÃ©rica Vicuna']",,,348,,,10/28/1985,"['Audie Award', 'Los Angeles Times Book Prize for Fiction (1988)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536376800l/9712.jpg
